"conceptId","fsn","synonyms"
"44411000087106","Complex laceration of left pinna (disorder)","Complex laceration of auricle of left ear | Complex laceration of left pinna"
"110044008","Complex laceration of malar region of cheek (disorder)","Complex laceration of malar region of cheek | Complex laceration of zygomatic region of cheek"
"110044008","Complex laceration of malar region of cheek (disorder)","Complex laceration of malar region of cheek | Complex laceration of zygomatic region of cheek"
"110116009","Complex laceration of mandibular attached gingiva (disorder)","Complex laceration of mandibular attached gingiva"
"110106001","Complex laceration of mandibular vestibule (disorder)","Complex laceration of mandibular vestibule"
"110121007","Complex laceration of maxillary attached gingiva (disorder)","Complex laceration of maxillary attached gingiva"
"110111004","Complex laceration of maxillary vestibule (disorder)","Complex laceration of maxillary vestibule"
"110146007","Complex laceration of neck (disorder)","Complex laceration of neck"
"110074000","Complex laceration of nose (disorder)","Complex laceration of nose"
"110141002","Complex laceration of oropharynx (disorder)","Complex laceration of oropharynx"
"44391000087106","Complex laceration of periorbital region of left eye (disorder)","Complex laceration of left periorbital region | Complex laceration of periorbital region of left eye"
"44401000087109","Complex laceration of periorbital region of right eye (disorder)","Complex laceration of periorbital region of right eye | Complex laceration of right periorbital region"
"110049003","Complex laceration of preauricular region of face (disorder)","Complex laceration of preauricular region of face"
"44421000087103","Complex laceration of right pinna (disorder)","Complex laceration of auricle of right ear | Complex laceration of right pinna"
"110069008","Complex laceration of scalp (disorder)","Complex laceration of scalp"
"110131000","Complex laceration of soft palate (disorder)","Complex laceration of soft palate"
"110086002","Complex laceration of tongue (disorder)","Complex laceration of tongue"
"110136005","Complex laceration of tonsil (disorder)","Complex laceration of tonsil"
"110136005","Complex laceration of tonsil (disorder)","Complex laceration of tonsil"
"110034006","Complex periorbital laceration (disorder)","Complex periorbital laceration"
"723142002","Complex through and through perforation wound of head (disorder)","Complex through and through perforation wound of head | Complex wound of head with through and through perforation"
"722993001","Complex wound of head (disorder)","Complex wound of head"
"723143007","Complex wound of head with avulsive loss of part of skull and cranial contents (disorder)","Complex wound of head with avulsive loss of part of skull and cranial contents"
"723140005","Complex wound of head with retained external material (disorder)","Complex wound of head with retained external material"
"277499006","Complicated donovanosis (disorder)","Complicated donovanosis"
"440367008","Complication of artificial skin graft (disorder)","Complication of artificial skin graft"
"440367008","Complication of artificial skin graft (disorder)","Complication of artificial skin graft"
"439915009","Complication of artificial skin graft and decellularized allodermis (disorder)","Complication of artificial skin graft and decellularized allodermis"
"402575005","Complication of patch testing (disorder)","Complication of patch testing"
"402575005","Complication of patch testing (disorder)","Complication of patch testing"
"50047001","Compound dental caries (disorder)","Compound dental caries | Compound dental cavity | Dental caries confined to enamel and dentine | Dental caries extending into dentine | Dentin caries"
"840514002","Compound nevus of eyelid (disorder)","Compound naevus of eyelid | Compound nevus of eyelid"
"254805008","Compound nevus of skin (disorder)","Compound naevus of skin | Compound nevus of skin"
"254805008","Compound nevus of skin (disorder)","Compound naevus of skin | Compound nevus of skin"
"77363004","Concentric alopecia areata (disorder)","Concentric alopecia areata"
"763213001","Conductive deafness, ptosis, skeletal anomalies syndrome (disorder)","Conductive deafness, ptosis, skeletal anomalies syndrome | Jackson Barr syndrome"
"419266001","Condyloma acuminata of cervix (disorder)","Cervical warts | Condyloma acuminata of cervix"
"399599006","Condyloma acuminata of vagina (disorder)","Condyloma acuminata of vagina"
"237110007","Condyloma acuminata of vulva (disorder)","Condyloma acuminata of vulva"
"428017002","Condyloma acuminata of vulva in pregnancy (disorder)","Condyloma acuminata of vulva in pregnancy"
"91554004","Condyloma latum (disorder)","CL - Condylomata lata | Condyloma latum | Condylomata lata | Flat condyloma"
"91554004","Condyloma latum (disorder)","CL - Condylomata lata | Condyloma latum | Condylomata lata | Flat condyloma"
"1381224001","Condylomata acuminatum of scrotum (disorder)","Condylomata acuminatum of scrotum"
"402945009","Condylomata lata of penis (disorder)","Condylomata lata of penis"
"402945009","Condylomata lata of penis (disorder)","Condylomata lata of penis"
"402944008","Condylomata lata of perianal skin (disorder)","Condylomata lata of perianal skin"
"402944008","Condylomata lata of perianal skin (disorder)","Condylomata lata of perianal skin"
"402946005","Condylomata lata of vulva (disorder)","Condylomata lata of vulva"
"402946005","Condylomata lata of vulva (disorder)","Condylomata lata of vulva"
"1208477000","Confetti-like atrophic macular lesions of skin (disorder)","Confetti-like atrophic macular lesions of skin | Confetti-like macular atrophy of skin"
"89987007","Confluent AND reticulate papillomatosis (disorder)","Confluent AND reticulate papillomatosis | Confluent and reticulate papillomatosis of Gougerot and Carteaud | Confluent and reticulate papillomatosis of Gougerot and Carteaud (disorder) | Gougerot-Carteaud disease | Gougerot-Carteaud syndrome"
"123588006","Confluent bronchopneumonia with abscess formation (disorder)","Confluent bronchopneumonia with abscess formation"
"123588006","Confluent bronchopneumonia with abscess formation (disorder)","Confluent bronchopneumonia with abscess formation"
"262534005","Confluent bruising (disorder)","Confluent bruising"
"238645002","Confluent lichen planus (disorder)","Confluent lichen planus"
"898217007","Congenital abnormal fusion of phalanx of foot (disorder)","Congenital abnormal fusion of phalanx of foot | Congenital abnormal fusion of toe bones | Congenital synostosis of phalanx of foot"
"204708006","Congenital absence of anus with fistula (disorder)","Congenital absence of anus with fistula"
"204708006","Congenital absence of anus with fistula (disorder)","Congenital absence of anus with fistula"
"91881005","Congenital absence of claw (disorder)","Agenesis of claw | Congenital absence of claw"
"91881005","Congenital absence of claw (disorder)","Agenesis of claw | Congenital absence of claw"
"63935007","Congenital absence of eyelash (disorder)","Agenesis of cilia | Agenesis of cilia of eyelid | Congenital absence of cilia of eyelid | Congenital absence of eyelash"
"63935007","Congenital absence of eyelash (disorder)","Agenesis of cilia | Agenesis of cilia of eyelid | Congenital absence of cilia of eyelid | Congenital absence of eyelash"
"91885001","Congenital absence of frontal bone (disorder)","Agenesis of frontal bone | Congenital absence of frontal bone"
"91889007","Congenital absence of interparietal bone (disorder)","Agenesis of interparietal bone | Congenital absence of interparietal bone"
"1010497001","Congenital absence of nail unit of digit of hand (disorder)","Congenital absence of nail unit of digit of hand"
"1010496005","Congenital absence of nail unit of little finger (disorder)","Congenital absence of fingernail of little finger | Congenital absence of nail unit of little finger"
"1010503009","Congenital absence of nail unit of thumb (disorder)","Congenital absence of nail unit of thumb | Congenital absence of thumb nail"
"734031008","Congenital absence of optic chiasma (disorder)","Congenital absence of optic chiasma | Congenital achiasma"
"91902004","Congenital absence of parietal bone (disorder)","Agenesis of parietal bone | Congenital absence of parietal bone"
"26595007","Congenital absence of part of brain (disorder)","Agenesis of part of brain | Congenital absence of part of brain | Congenital aplasia of part of brain"
"26595007","Congenital absence of part of brain (disorder)","Agenesis of part of brain | Congenital absence of part of brain | Congenital aplasia of part of brain"
"26595007","Congenital absence of part of brain (disorder)","Agenesis of part of brain | Congenital absence of part of brain | Congenital aplasia of part of brain"
"205749001","Congenital absence of pituitary gland (disorder)","Congenital absence of pituitary gland"
"205749001","Congenital absence of pituitary gland (disorder)","Congenital absence of pituitary gland"
"204709003","Congenital absence of rectum with fistula (disorder)","Congenital absence of rectum with fistula"
"204709003","Congenital absence of rectum with fistula (disorder)","Congenital absence of rectum with fistula"
"239152005","Congenital absence of skin on scalp (disorder)","Congenital absence of skin on scalp | Nonsyndromic aplasia cutis congenita | Type 1 aplasia cutis"
"239153000","Congenital absence of skin on scalp with epidermal nevi (disorder)","Congenital absence of skin on scalp with epidermal naevi | Congenital absence of skin on scalp with epidermal nevi | Type 3 aplasia cutis"
"84449007","Congenital accessory skin tag (disorder)","Accessory skin tags | Congenital accessory skin tag"
"84449007","Congenital accessory skin tag (disorder)","Accessory skin tags | Congenital accessory skin tag"
"84449007","Congenital accessory skin tag (disorder)","Accessory skin tags | Congenital accessory skin tag"
"307359001","Congenital agenesis of brainstem nuclei (disorder)","Congenital agenesis of brainstem nuclei"
"2965006","Congenital alopecia (disorder)","Atrichia congenita | Congenital alopecia | Congenital atrichosis | Naevoid congenital alopecia | Nevoid congenital alopecia"
"2965006","Congenital alopecia (disorder)","Atrichia congenita | Congenital alopecia | Congenital atrichosis | Naevoid congenital alopecia | Nevoid congenital alopecia"
"205594009","Congenital alopecia NOS (disorder)","Congenital alopecia NOS"
"254225000","Congenital alopecia with keratin cysts (disorder)","Congenital alopecia with keratin cysts"
"254225000","Congenital alopecia with keratin cysts (disorder)","Congenital alopecia with keratin cysts"
